,b_id,expl,L,p,cent,s,seed
774,782,hyperx,71.36302496753383,10,eigenvector,"(0, 2)",9041
775,782,hyperx,218.99430824690035,10,eigenvector,"(24, 26)",9041
776,782,hyperx,30.92887071192793,1,eigenvector,"(0, 1)",9041
777,782,hyperx,2.72670399231293,1,eigenvector,"(25, 26)",9041
778,782,hyperx,72.67655975436662,1,eigenvector,"(0, 2)",9041
779,782,hyperx,121.7769751003465,1,eigenvector,"(24, 26)",9041
780,782,hyperx,30.92887071192793,2,eigenvector,"(0, 1)",9041
781,782,hyperx,4.6178389850521535,2,eigenvector,"(25, 26)",9041
782,782,hyperx,72.67655975436662,2,eigenvector,"(0, 2)",9041
783,782,hyperx,104.48338317650538,2,eigenvector,"(24, 26)",9041
784,1878,hyperx,25.282177337379828,10,degree,"(0, 1)",482
785,1878,hyperx,1.6628782326178133,10,degree,"(25, 26)",482
786,1878,hyperx,82.76495479555824,10,degree,"(0, 2)",482
787,1878,hyperx,40.34801057330642,10,degree,"(24, 26)",482
788,1878,hyperx,35.55179307899315,10,eigenvector,"(0, 1)",482
789,1878,hyperx,4.950768952362523,10,eigenvector,"(25, 26)",482
790,1878,hyperx,95.09551940346789,10,eigenvector,"(0, 2)",482
791,1878,hyperx,113.06464433633465,10,eigenvector,"(24, 26)",482
792,1878,hyperx,35.55179307899315,1,eigenvector,"(0, 1)",482
793,1878,hyperx,1.6821852316069268,1,eigenvector,"(25, 26)",482
794,1878,hyperx,79.06178135119843,1,eigenvector,"(0, 2)",482
795,1878,hyperx,34.02629366065543,1,eigenvector,"(24, 26)",482
796,1878,hyperx,35.55179307899315,2,eigenvector,"(0, 1)",482
797,1878,hyperx,2.423598708845238,2,eigenvector,"(25, 26)",482
798,1878,hyperx,79.06178135119843,2,eigenvector,"(0, 2)",482
799,1878,hyperx,57.43266446846162,2,eigenvector,"(24, 26)",482
